pcc_id,recipe_name,recipe_links,author,recipe_image,recipe_overview,recipe_description,recipe_tags,recipe_ingredients,recipe_directions,external_url
100063,Cocktail Meatballs,https://www.pccmarkets.com/recipe/cocktail-meatballs/,,https://www.pccmarkets.com/wp-content/uploads/2017/09/pcc-cocktail-meatballs-flo.jpg,"Serves: 10
Ingredient Notes: Corn-free, Dairy-free, Peanut-free, Soy-free, Tree nut-free",,"APPETIZERS
BEEF
CRANBERRIES","['1 (14-ounce) can tomato sauce', '1 (14-ounce) can whole cranberry sauce', '1/2 cup sweet chili sauce', '1 tablespoon Worcestershire sauce', '1/2 cup beef or chicken broth', 'Salt and pepper, to taste', '1 pound lean ground beef', '1/2 cup breadcrumbs', '1/4 cup minced onions', '2 cloves garlic, minced', '1 egg, beaten', '1 tablespoon chopped fresh parsley']","['Combine tomato sauce, cranberry sauce, chili sauce, Worcestershire and broth in a deep saucepan; bring to a boil. Reduce heat to low and simmer for 10 minutes; season to taste with salt and pepper.', 'In a bowl, combine beef, breadcrumbs, onions, garlic, egg, parsley, salt and pepper. Shape into 1-inch meatballs. Add meatballs to sauce and simmer until cooked through, about 1 hour. Serve meatballs on small toothpicks.']",https://www.pccmarkets.com
100064,Quick Pickled Lemons,https://www.pccmarkets.com/recipe/quick-pickled-lemons/,,,"Yields: makes about 3/4 cup
Ingredient Notes: Vegetarian, Vegan, Corn-free, Dairy-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"LEMONS
PICKLES","['1 tablespoon sugar', '1/2 teaspoon salt', 'A few threads of saffron', '1 large lemon, diced (including peel), retaining the juice']","['In a small bowl, mix together sugar, salt and saffron threads. Using a sturdy spoon and a firm hand, add diced lemons and their juices to the bowl and macerate until sugar mixture is evenly distributed. Transfer to a sterilized jar and let sit for 4 hours at room temperature.', 'Put the jar in the refrigerator and rest overnight. The lemons will be ready to use the following day, and will keep for up to two weeks in the refrigerator.']",https://www.pccmarkets.com
100065,Refrigerator Dilly Beans,https://www.pccmarkets.com/recipe/refrigerator-dilly-beans/,,https://www.pccmarkets.com/wp-content/uploads/2017/08/pcc-refrigerator-dilly-beans-flo.jpg,"Yields: 2 (1/2-pint) jars
Ingredient Notes: Vegetarian, Vegan, Corn-free, Dairy-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"GREEN BEANS
PICKLES","['1 tablespoon kosher salt', '1 tablespoon sugar', '1 cup apple cider vinegar', '1 cup water', '3 sprigs fresh dill', '3 cloves garlic, peeled', 'Red pepper flakes, black peppercorns, mustard seeds, dried hot peppers, etc., to taste (optional)', '1/2 pound green or yellow wax beans - washed, trimmed and cut into jar-length pieces']","['In a stainless steel saucepan, combine salt, sugar, vinegar and water. Bring to a boil over medium-high heat, stirring to dissolve salt and sugar. Remove from the heat.', 'Place 1 sprig dill, 1 clove garlic and desired amount of spices into each jar. Pack beans into jars to within a generous 1/2-inch of the top of the jar. Ladle hot pickling liquid into the jar to cover beans.', 'Cool to room temperature and then store, covered, in the refrigerator. Allow green beans to marinate for 8 to 12 hours before enjoying. Eat within 1 month.']",https://www.pccmarkets.com
100066,Quick Pickled Grapes,https://www.pccmarkets.com/recipe/quick-pickled-grapes/,,,"Yields: about 1 quart
Ingredient Notes: Vegetarian, Vegan, Corn-free, Dairy-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"GRAPES
PICKLES","['1 pound red or black grapes, stemmed and rinsed', '1 cup red wine vinegar', '1 cup sugar', '1/2 teaspoon salt', '2 bay leaves', '1 (2-inch) cinnamon stick', '1 teaspoon whole black peppercorns', '1 teaspoon fennel seeds']","['Slice off a bit of the bottom of each grape, exposing the inside (optional; this will allow more of the brine to penetrate the grapes and add flavor). Place grapes in a clean glass jar.', 'Combine remaining ingredients in a saucepan over high heat, stirring until sugar dissolves. Bring to a boil and then remove from heat; let cool for 10 minutes.', 'Carefully pour brine over grapes. Cool to room temperature and then store, covered, in the refrigerator. Allow grapes to marinate for 8 to 12 hours before enjoying. Eat within 1 month.']",https://www.pccmarkets.com
100067,Mini Zucchini Pizza Bites,https://www.pccmarkets.com/recipe/mini-zucchini-pizza-bites/,,,"Yields: 10 to 15 bites
Serves: 4
Ingredient Notes: Vegetarian, Corn-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"PIZZA
ZUCCHINI","['1 zucchini, sliced into 1/4-inch-thick rounds', 'Cooking oil spray', 'Salt and pepper, to taste', '1/4 cup marinara sauce', '1/4 cup grated mozzarella or cheddar cheese', 'Pepperoni, sliced black olives or your favorite pizza topping (optional)']","['Preheat broiler; place the oven rack 8 inches below the broiler. Line a baking sheet with parchment paper.', 'Spray both sides of zucchini slices with cooking oil and lightly season with salt and pepper. Place on the prepared baking sheet and broil until just tender, about 2 minutes per side. Remove from the oven and top each slice with marinara sauce, cheese and toppings of choice. Return to the oven and broil until cheese has just melted (be careful not to burn cheese!), 1 to 2 more minutes.']",https://www.pccmarkets.com
100068,Kimchi Lentil Pecan Dip,https://www.pccmarkets.com/recipe/kimchi-lentil-pecan-dip/,"By Rachel Duboff, PCC Cooks instructor",,"Yields: about 2 cups
Ingredient Notes: Vegetarian, Vegan, Corn-free, Dairy-free, Egg-free, Gluten-free, Peanut-free, Soy-free",,"CABBAGE
LENTILS
PECANS","['1 cup red lentils, rinsed and picked through', '1 bay leaf', '2 cups water', '2 tablespoons olive oil', '1 onion, diced (1 1/2 cups)', '1/2 cup toasted pecan pieces', '1 cup kimchi (Firefly Kitchen brand recommended)', 'Salt, to taste', 'Rice crackers or vegetables, for serving (optional)']","['Place lentils, bay leaf and water in a saucepan. Bring to a boil, reduce heat to medium-¬low, and simmer, covered, for 15 to 20 minutes, or until lentils are very soft. Cool, then remove bay leaf.', 'Heat olive oil in a skillet over medium heat. Add onions and cook for 5 to 7 minutes, or until soft and translucent, stirring once or twice. Reduce heat to low and cook onions for 20 to 25 minutes more, or until browned and caramelized, stirring occasionally.', 'Place lentils and onions in a food processor with pecans and kimchi. Puree until smooth; season with salt or additional kimchi, if needed. Serve with rice crackers or vegetables. This dip stores well for up to 2 weeks in the refrigerator.']",https://www.pccmarkets.com
100069,Bite-Size Braised Spiced Boneless Pork Ribs,https://www.pccmarkets.com/recipe/bite-size-braised-spiced-boneless-pork-ribs/,"By Christina Chung, PCC Cooks instructor",,"Serves: 4
Ingredient Notes: Corn-free, Dairy-free, Egg-free, Peanut-free, Tree nut-free",,,"['1 pound lean pork shoulder country-style boneless ribs, cut into 1- inch pieces', '1 tablespoon finely minced peeled ginger', '3 cloves garlic, peeled and finely minced', '2 tablespoons sake or Chinese cooking wine, divided', '3 1/2 tablespoons soy sauce, divided', '3/4 teaspoon salt, divided', '1/2 teaspoon ground white pepper, divided', '3 green onions, tied in a knot', '1 whole star anise', '1 dried bay leaf', '1-inch piece cinnamon stick', '3 tablespoons water', '2 tablespoons balsamic vinegar', '2 tablespoons high-heat canola oil', '1/4 cup granulated sugar', '2 tablespoons distilled white vinegar', '1 tablespoon toasted sesame oil', 'Toasted sesame seeds (optional)']","['In a bowl, combine pork, ginger, garlic, 1 tablespoon sake or Chinese cooking wine, 1/2 tablespoon soy sauce, 1/2 teaspoon salt and 1/4 teaspoon ground white pepper. Let pork marinate for 10 to 20 minutes.', 'To make the sauce: In a small bowl, combine green onions, star anise, bay leaf, cinnamon stick, 3 tablespoons soy sauce, water, 1 tablespoon sake or Chinese cooking wine, balsamic vinegar, 1/4 teaspoon salt and 1/4 teaspoon ground white pepper. Set aside.', 'Put oil and sugar in a wok, turn heat to low and stir until sugar dissolves. Increase heat to medium and keep stirring. When the mixture turns a light amber color, add marinated pork and stir until meat becomes light brown. Stir in sauce and mix well with meat. Cover and cook for 10 to 12 minutes. Uncover and stir over high heat until sauce thickens. Add white vinegar and toasted sesame oil and stir until meat is well coated with sauce, 1 to 2 minutes. Serve with optional toasted sesame seeds.']",https://www.pccmarkets.com
100070,Pan-Fried Savory Green Onion Pancakes,https://www.pccmarkets.com/recipe/pan-fried-savory-green-onion-pancakes/,"By Christina Chung, PCC Cooks instructor",,"Yields: 4 pancakes
Ingredient Notes: Vegetarian, Vegan, Corn-free, Dairy-free, Egg-free, Peanut-free, Soy-free, Tree nut-free",,"ONIONS
PANCAKES","['1/3 cup toasted sesame oil', '7 green onions, finely chopped, divided', '1 1/4 cups all-purpose flour, plus extra for dusting', '1/3 cup water', 'Salt, to taste', 'Toasted sesame seeds', 'Cooking spray, for pan-frying']","['Heat oil in a small saucepan over medium-low heat. Add 3 chopped green onions and cook for 5 to 8 minutes, until onions turn golden. Strain, discarding onions, and set oil aside to cool before using.', 'In a bowl, mix flour and water by hand until a ball is formed. Knead dough until smooth, then place in a bowl and cover with a damp towel. Rest for 15 to 20 minutes.', 'Divide dough into 4 equal parts and roll into balls. On a surface dusted with flour, use a rolling pin to flatten each ball into 6- to 7-inch circles.', 'Brush top side of each circle with green onion-sesame oil. Sprinkle with salt, remaining chopped green onions and toasted sesame seeds. Roll up each circle to form a log. Coil each log into a spiral shape. Flatten the spirals into 5-inch diameter pancakes.', 'Heat a cast iron pan over medium-high heat and spray with cooking spray. Carefully place pancakes in the pan. Lower heat to medium-low and fry until cooked through, 3 to 4 minutes per side. Serve hot.']",https://www.pccmarkets.com
100071,Cucumber Mint Raita,https://www.pccmarkets.com/recipe/cucumber-mint-raita/,"By Marie Donadio, PCC Cooks instructor",,"Serves: 4
Ingredient Notes: Vegetarian, Corn-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"CUCUMBERS
MINT
YOGURT","['1/2 unpeeled English cucumber, halved and seeded', '1/2 cup plain whole milk yogurt', '1 tablespoon chopped fresh mint', '1/4 teaspoon ground cumin', 'Tiny pinch of cayenne pepper (optional)', 'Salt and pepper, to taste', 'Pita wedges, tortilla chips or carrot or bell pepper sticks, for serving (optional)']","['Coarsely grate cucumber. Squeeze out moisture with paper towels.', 'Stir yogurt, mint and spices together in a bowl. Add cucumber and season with salt and pepper. Chill at least 1 hour before serving.']",https://www.pccmarkets.com
100072,Tea Sandwiches,https://www.pccmarkets.com/recipe/tea-sandwiches/,,,"Yields: Makes 8 tea sandwiches
Ingredient Notes: Vegetarian, Corn-free, Egg-free, Peanut-free, Soy-free, Tree nut-free",,CUCUMBERS,"['1/4 cup cream cheese or hummus, at room temperature', '1 teaspoon chopped fresh herbs (try dill, chive, mint or a combination)', 'Salt and pepper, to taste', '4 thin slices whole-grain sandwich bread', '1/2 English cucumber, thinly sliced']","['In a small bowl, combine cream cheese or hummus, herbs, salt and pepper. Divide spread between 2 bread slices. Top with sliced cucumbers and remaining bread. Trim the crusts and make 2 diagonal cuts on each sandwich to form 4 triangles.']",https://www.pccmarkets.com
100073,Grilled Polenta,https://www.pccmarkets.com/recipe/grilled-polenta/,,,"Serves: 8
Ingredient Notes: Vegetarian, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"GRILLING
POLENTA","['2 tablespoons olive oil', '1 cup minced onions', '2 cloves garlic, minced', '4 cups water or vegetable broth', '1 cup quick-cooking polenta', '1/2 cup grated Parmesan cheese', '1 tablespoon chopped fresh herbs of choice', 'Salt and pepper, to taste', 'High-heat oil, for grilling']","['Line an 8-inch square pan with parchment paper.', 'Heat oil in a heavy pot over medium heat. Cook onions until soft, about 8 minutes. Stir in garlic and cook for 2 more minutes. Add water and bring to a boil; whisk in polenta. Reduce heat to a simmer and cook, stirring constantly until thick, 5 to 10 minutes. Stir in cheese, herbs, salt and pepper. Transfer to the prepared dish and spread evenly with a spatula. Refrigerate until firm, about 1 hour (this can be done up to 1 day ahead).', 'Preheat grill to medium-high.', 'Cut polenta into 8 triangles; lightly oil polenta. Grill until golden brown, about 3 minutes per side.']",https://www.pccmarkets.com
100074,Kale Dumplings,https://www.pccmarkets.com/recipe/kale-dumplings/,,,"Yields: about 40 dumplings
Serves: 8
Ingredient Notes: Vegetarian, Vegan, Corn-free, Dairy-free, Egg-free, Peanut-free, Tree nut-free",,"KALE
TOFU","['1 large bunch kale', '8 ounces firm tofu, drained and crumbled', '2 green onions, sliced', '2 teaspoons grated fresh ginger', '1 tablespoon tamari', '2 teaspoons rice vinegar', '1 package wonton or gyoza wrappers', 'High-heat oil, for searing']","['Bring a pot of water to a boil. Remove the tough stems from kale and cook leaves until wilted and tender, 1 to 3 minutes. Drain and run under cool water. Gently squeeze leaves to remove excess water; finely chop.', 'In a bowl, combine chopped kale, tofu, green onions, ginger, tamari and rice vinegar. Mix well.', 'Place 1 scant tablespoon filling in the center of a wonton wrapper. Using your fingers, moisten the edges of the wrapper with water; fold in half and press to seal. You can pinch and twist the edges to form tiny “bags” or pleat the edges together for a traditional look. Repeat with remaining filling and wrappers; set aside.', 'Heat a large skillet over medium-high heat and add enough oil to lightly coat. Working in batches so you don’t overcrowd the pan, place dumplings in the skillet and cook until the bottoms are golden and crisp, 3 to 5 minutes. Add 1/4 cup water to the skillet; cover and steam for 5 minutes.']",https://www.pccmarkets.com
100075,Steamed Or Boiled Artichokes,https://www.pccmarkets.com/recipe/steamed-or-boiled-artichokes/,,,"Serves: 2
Ingredient Notes: Vegetarian, Vegan, Corn-free, Dairy-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,ARTICHOKES,"['1 lemon, sliced and divided', '2 whole artichokes', '2 bay leaves', '2 cloves garlic, peeled', '1 teaspoon whole black peppercorns', 'Melted butter or mayonnaise, for dipping (optional) (see note)']","['Prepare a large bowl of cold water. Squeeze half of the lemon slices into the water and set aside.', 'Rinse artichokes under cold water to remove any dirt. Using a stainless-steel knife, trim off the bottom portion of the stem about 1/2-inch from the base. Pull off the small and tough lower leaves. Cut off the top 1 inch of the artichoke. If you like, trim the thorny tips of the leaves with kitchen shears. Place the prepared artichokes in the lemon water, to prevent browning.', 'To steam artichokes: Fill a large stainless-steel or enamel-coated pot with 1 to 3 inches water. Add remaining lemon slices, bay leaves, garlic and black peppercorns. Place a steamer basket or steaming tray in the pot and bring the water to a boil. Using tongs, carefully place the artichokes in the pot. Reduce to a simmer, cover the pot, and steam until you can easily pull a leaf from the center of the artichoke, 25 to 45 minutes, depending on the size of the artichoke.', 'To boil artichokes: Fill a large stainless-steel or enamel-coated pot with water. Add remaining lemon slices, bay leaves, garlic and peppercorns. Bring to a boil and add artichokes. Reduce heat to a simmer, cover and cook until you can easily pull a leaf from the center of the artichoke, 25 to 40 minutes, depending on the size of the artichoke.', 'To eat artichokes: Remove a leaf and dip the tender ends in melted butter or mayonnaise, if desired. Scrape the meat off the tender end with your front teeth and discard the remaining leaf. Continue until all of the leaves are removed. With a knife or spoon, scrape out and discard the inedible fuzzy part covering the artichoke heart (the “choke”). The remaining bottom portion, the “heart”, can be sliced and eaten with dipping sauce or used in other recipes.', 'Artichokes may be served hot or cold.']",https://www.pccmarkets.com
100076,Beef Empanadas,https://www.pccmarkets.com/recipe/beef-empanadas/,,https://www.pccmarkets.com/wp-content/uploads/2017/09/pcc-beef-empanadas-flo.jpg,"Serves: 4
Ingredient Notes: Corn-free, Peanut-free, Soy-free, Tree nut-free",,"BEEF
EGGS
OLIVES","['1 tablespoon olive oil', '1/2 cup chopped onions', '2 cloves garlic, minced', '1/2 pound lean ground beef', '1 teaspoon cumin', '1/2 teaspoon smoked paprika', '2 hard-boiled eggs, roughly chopped', '1/4 cup sliced green olives', '2 tablespoons chopped fresh parsley', 'Salt and pepper, to taste', '1 (8-ounce) package refrigerated buttermilk biscuits', 'Flour, for rolling', '1 egg beaten with 1 tablespoon water, for egg wash']","['Preheat oven to 350° F. Line a baking sheet with parchment paper.', 'Heat oil in a sauté pan over medium heat. Cook onions and garlic until soft, about 5 minutes. Add beef and cook until no longer pink, about 7 minutes. Stir in cumin, paprika, eggs, olives, parsley, salt and pepper. Remove from heat and cool slightly.', 'Gently roll out each biscuit to a 5- to 6-inch circle on a lightly floured work surface. Place about 1/4 cup filling in the center of each circle and fold in half, like a turnover. Crimp edges together with a fork. Brush tops with egg wash and place on prepared baking sheet.', 'Bake on the middle rack until golden brown, 15 to 20 minutes.']",https://www.pccmarkets.com
100077,Radish Sandwich With Herbed Avocado Spread,https://www.pccmarkets.com/recipe/radish-sandwich-with-herbed-avocado-spread/,,,"Serves: 4
Ingredient Notes: Vegetarian, Corn-free, Egg-free, Peanut-free, Soy-free, Tree nut-free",,"AVOCADOS
GOAT CHEESE
RADISHES","['1/2 avocado', '4 ounces chèvre cheese', '1 teaspoon lemon zest', '1 teaspoon lemon juice', '1 teaspoon chopped fresh chives', '1 teaspoon chopped fresh parsley', 'Salt and pepper, to taste', '4 slices whole-grain bread, toasted', '4 to 6 radishes, thinly sliced', '1/4 red onion, thinly sliced']","['In a small bowl or food processor, blend together avocado, cheese, lemon zest and juice. Fold in chives and parsley; season to taste with salt and pepper.', 'Divide avocado spread between bread slices. Top with radishes and onions. Cut in half on the diagonal. Serve immediately.']",https://www.pccmarkets.com
100078,Mango And Avocado Fresh Rolls,https://www.pccmarkets.com/recipe/mango-and-avocado-fresh-rolls/,,,"Yields: 6 rolls
Ingredient Notes: Vegetarian, Vegan, Corn-free, Dairy-free, Egg-free, Gluten-free, Peanut-free, Tree nut-free",,"AVOCADOS
MANGOES","['3 tablespoons tamari', '2 tablespoons lime or lemon juice', '2 teaspoons rice vinegar', '2 teaspoons brown sugar', '2 ounces vermicelli rice noodles', '6 brown or white rice spring roll wrappers', '1 ripe avocado – peeled, pitted and sliced', '1 ripe mango – peeled, pitted and sliced', '1/4 English cucumber, thinly sliced', '1/2 carrot, peeled and shredded', '6 ounces cooked prawns or extra-firm tofu, sliced (optional)', '12 basil leaves', '12 mint leaves']","['To make the dipping sauce, whisk together tamari, lime or lemon juice, vinegar and sugar in a small bowl; set aside.', 'Soak rice noodles in hot water until soft and pliable, 15 to 20 minutes. Drain and set aside.', 'Fill a large dish with warm water. Soak one spring roll wrapper in water until pliable, 5 to 15 seconds. Remove wrapper to a clean, dry surface.', 'Place some rice noodles, avocado, mango, cucumber, carrot and shrimp or tofu on the lower third of wrapper, leaving a 1-inch border. Top with 2 basil and 2 mint leaves.', 'Bring the bottom edge of the wrapper up and over the filling and snugly start to roll it up. Tuck in sides, like a burrito, and continue rolling until completely wrapped. Repeat with remaining ingredients. Cover rolls with a moist towel while you finish the rest.', 'Cut rolls in half on the diagonal and serve with dipping sauce.']",https://www.pccmarkets.com
100079,Ham And Pesto Pinwheels,https://www.pccmarkets.com/recipe/ham-and-pesto-pinwheels/,,,"Yields: about 20 pinwheels
Serves: 10
Ingredient Notes: Corn-free, Peanut-free, Soy-free",,"HAM
PESTO","['1 sheet frozen puff pastry, thawed', 'Flour, for dusting', '1/4 cup prepared basil pesto', '1/2 cup grated Parmesan cheese', '4 ounces thinly sliced cooked ham', '1 egg mixed with 1 tablespoon water, for egg wash']","['Preheat oven to 400° F. Line two baking sheets with parchment paper.', 'Roll out puff pastry on a lightly floured surface, just to smooth. Spread pesto evenly across pastry and sprinkle with cheese. Arrange ham slices over the top.', 'Starting at the short end of the dough, roll up like a jelly roll. Slice into 1/2-inch-thick rounds and place on the prepared baking sheet 1 inch apart. Brush with egg wash. If dough is very warm, chill in the refrigerator for 15 minutes.', 'Bake until golden and puffed around the edges, 15 to 20 minutes. Transfer to a wire rack to cool for 10 minutes before serving.']",https://www.pccmarkets.com
100080,Grilled Chipotle Prawn Skewers With Smoky Pasilla-Nectarine Salsa,https://www.pccmarkets.com/recipe/grilled-chipotle-prawn-skewers-with-smoky-pasilla-nectarine-salsa/,"By Lynne Vea, PCC Cooks instructor",,"Serves: 2 to 4
Ingredient Notes: Corn-free, Dairy-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,,"['1 pound prawns, peeled and deveined, tails left on', 'Juice of 1 lime', '1 teaspoon chipotle powder', '1 teaspoon salt', 'Lime wedges for garnish', 'Pasilla Nectarine Salsa:', '1 large or 2 small pasilla chiles', '2 cups chopped nectarines (or combine with any of your favorite summer stone fruit such as apricots, plums, peaches or pluots)', '1/4 cup finely chopped green onion', '1/4 cup chopped cilantro', '2 tablespoons lime juice', '1 teaspoon sugar', '5 to 6 dashes hot pepper sauce', '1 teaspoon salt']","['Mix the ingredients together and let prawns marinate for 2 to 3 hours. String on skewers and grill over a hot fire for 2 to 3 minutes to a side. Serve with the salsa and lime wedges.', 'Pasilla Nectarine Salsa:', 'Char the chile(s) over an open flame or on a preheated grill, turning occasionally. Place in a paper bag and let rest for 10 minutes. Scrape off the blackened skin, remove the stem and seeds and dice the chile. Combine with the rest of the ingredients and chill.']",https://www.pccmarkets.com
100081,Baked Asparagus Sticks,https://www.pccmarkets.com/recipe/baked-asparagus-sticks/,,,"Serves: 4
Ingredient Notes: Vegetarian, Corn-free, Peanut-free, Soy-free, Tree nut-free",,"ASPARAGUS
CHEESE
KID-FRIENDLY","['Cooking oil spray', '1/4 cup all-purpose or whole wheat flour', '1 egg, beaten', '1/4 cup breadcrumbs', '1/4 cup grated Parmesan cheese', '1 teaspoon Italian seasoning', 'Marinara sauce, for dipping']","['Preheat oven to 425° F. Place a wire rack on a baking sheet and lightly spray with cooking oil.', 'Place flour in one deep plate and beaten egg in another deep plate. Combine breadcrumbs, Parmesan cheese and Italian seasoning; place this mixture in a third deep plate.', 'Make an assembly line with the plates. First, roll an asparagus spear in flour, shaking off any excess. Then dip the spear in beaten egg to cover. Finally, coat asparagus in breadcrumb mixture, making sure it is evenly coated.', 'Put coated asparagus spear on the prepared wire rack. Coat remaining asparagus, arranging them on the baking sheet so the spears are not touching. Roast in the oven until tender-crisp and golden brown, about 15 minutes.', 'Allow to cool slightly. Serve warm with marinara dipping sauce.']",https://www.pccmarkets.com
100082,Gluten-Free Black Pepper Crackers,https://www.pccmarkets.com/recipe/gluten-free-black-pepper-crackers/,,,"Yields: 24 crackers
Ingredient Notes: Vegetarian, Corn-free, Dairy-free, Gluten-free, Peanut-free, Soy-free",,"ALTERNATIVE FLOUR
FLOUR
SOUP","['1 3/4 cups almond flour', '1/2 teaspoon sea salt', '3/4 teaspoon black pepper', '1 to 2 tablespoons chopped fresh rosemary (optional)', '1 tablespoon olive oil', '1 egg']","['Preheat oven to 350° F.', 'In a large bowl, combine almond flour, salt, pepper and rosemary. In a separate bowl, whisk together olive oil and egg. Stir wet ingredients into dry ingredients until thoroughly combined.', 'Roll dough into a ball and press between 2 sheets of parchment paper to 1/2-inch thickness, then remove the top piece of parchment paper. Transfer the bottom piece with rolled-out dough onto a baking sheet. Cut dough into 2-inch squares with a knife or pizza cutter.', 'Bake for 12 to 15 minutes, until lightly golden. Let crackers cool on the baking sheet for 30 minutes before serving.']",https://www.pccmarkets.com
100083,Laab Gai,https://www.pccmarkets.com/recipe/laab-gai/,"By Pranee Halvorsen, PCC Cooks instructor",,"Prep Time: 20 minutes; Cooking time: 8 minutes
Serves: 4
Ingredient Notes: Corn-free, Dairy-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,,"['1 teaspoon high-heat oil, such as canola', '1 pound ground chicken or turkey breast', '2 shallots, thinly sliced', '2 teaspoons grated ginger, optional', '2 teaspoons sliced lemongrass', '3 tablespoons sliced green onion', '3 tablespoons chopped cilantro leaves', '1/4 cup whole mint leaves', '1 teaspoon red pepper flakes', '2 tablespoons fish sauce', '3 tablespoons lime juice', '2 to 3 tablespoons roasted rice powder (see instructions below)', '1 head of Bibb lettuce or small romaine lettuce, core removed and cleaned', '1/4 cup uncooked California sushi rice']","['Place a large skillet pan on high heat. When the pan is hot, add oil and ground chicken or turkey; break it up into small pieces with a spatula, stirring constantly. The meat will cook in its own juices, but if it needs more moisture, add 1 teaspoon of water at a time until it is cooked through, about 5 minutes. Turn off the burner.', 'While the pan is still warm, stir in shallots, ginger, lemongrass, green onion, cilantro, mint and red pepper flakes. Stir well. Then stir in fish sauce, lime juice, and roasted rice powder. Mix well.', 'Serve along with lettuce leaves. To eat, spoon a portion onto a leaf, fold and eat by itself or with steamed sticky rice or jasmine rice.', 'Place unwashed sushi rice in a heavy-bottomed skillet over medium-high heat. Stir constantly to roast  until the rice turns golden brown, about 5 minutes, then let it cool. Place in a spice mill and blend to a fine powder, but with some grains left about half the size of sesame seeds. The rice powder can be kept for 3 months in an airtight container.']",https://www.pccmarkets.com
100084,Mix And Match Sliders,https://www.pccmarkets.com/recipe/mix-and-match-sliders/,,,"Yields: 12 sliders
Ingredient Notes: Corn-free, Dairy-free, Egg-free, Peanut-free, Soy-free, Tree nut-free",,"BEEF
CHICKEN
HAMBURGER","['1 pound leanest or most versatile ground meat (see note)', '1 pound most versatile or most flavorful ground meat (see note)', '1 shallot, minced', '2 tablespoons Dijon mustard', '1 teaspoon chopped fresh thyme', '1 teaspoon chopped fresh oregano', 'Salt and pepper, to taste', '2 tablespoons olive oil, divided', '12 potato or rosemary rolls', 'Greens, sliced tomatoes and mayonnaise, for serving (optional)']","['Combine ground meats, shallots, mustard, thyme and oregano in a bowl; season with salt and pepper. Form meat mixture into 12 (1/2-inch-thick) patties.', 'Heat 1 1/2 tablespoons oil in a large heavy skillet over medium-high heat. Working in 2 batches, cook patties until golden brown and cooked through, 3 to 5 minutes per side, depending on desired doneness.', 'Heat broiler to high. Split rolls and place on a sheet pan. Drizzle with remaining olive oil and toast.', 'Place patties between roll halves and top with greens, tomatoes and mayonnaise. Serve immediately.']",https://www.pccmarkets.com
100085,Grilled Chicken Kebabs (Shish Taouk),https://www.pccmarkets.com/recipe/grilled-chicken-kebabs-shish-taouk/,"By Sureyya Gokeri, Former PCC Cooks instructor",,"Serves: 6
Ingredient Notes: Corn-free, Dairy-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"CHICKEN
GRILLING
MEMBER MEETINGS","['2 pounds boneless, skinless chicken breasts or thighs, cut into 1/2-inch strips', '1 teaspoon kosher salt', '1/2 teaspoon black pepper', '1/2 teaspoon paprika', 'Pinch of cayenne pepper', '1/2 teaspoon cinnamon', '1 teaspoon coriander', '1/2 tablespoon turmeric', '5 cloves garlic, minced', '3 tablespoons lemon juice', 'Metal or bamboo skewers (see note)', 'High-heat oil, for cooking', 'Chopped cilantro, to garnish (optional)']","['In a non-reactive container (glass, good ceramic or stainless steel) combine chicken, salt, black pepper, paprika, cayenne, cinnamon, coriander, turmeric, garlic and lemon juice. Mix well, cover and refrigerate for 2 hours or overnight.', 'Thread 2 to 3 pieces of chicken onto each skewer.', 'To grill chicken: heat grill to medium heat. Lightly oil grill grate and chicken. Cook chicken, turning several times, until delicately browned and cooked through, 6 to 8 minutes per side.', 'To broil chicken: preheat broiler and lightly oil chicken. Cook chicken, turning once or twice, until browned and cooked through, 6 to 8 minutes per side.', 'Serve garnished with chopped cilantro.']",https://www.pccmarkets.com
