tjs_id,recipe_category,recipe_name,recipe_link,recipe_image,recipe_description,recipe_overview,recipe_ingredients,recipe_directions,recipe_tags
100293,Lunch,Classic Cobb Salad,https://www.traderjoes.com/recipes/lunch/classic-cobb-salad,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/517MainImage.jpg,"Trader Joe's Cage-Free Hard-Cooked Eggs, Fullly Cooked Uncured Bacon, and Blue Cheese Crumbles contribute to this quick, uncomplicated yet filling salad that’s loaded with toppings—which is always the best part of a salad, anyway.",Serves: 5 Prep Time: 15 Minutes,"['Ingredients', ""1/2 package TJ's Fully Cooked Uncured Bacon"", ""1 package TJ's Romaine Hearts, rinsed and chopped"", ""16 oz. TJ's Grape Tomatoes, rinsed and halved"", '5 Cage Free Fresh Hard-Cooked Eggs, quartered', ""1 package TJ's Grilled Chicken Strips"", ""1 container TJ's Blue Cheese Crumbles"", ""2 TJ's Avocados"", ""1 bottle TJ's Red Wine & Olive Oil Vinaigrette OR 1 jar TJ's Chunky Blue Cheese Dressing"", 'Supplies', '5 food storage containers for daily meal prep', '5 small sauce containers for dressing']","['DIRECTIONS', 'Microwave bacon according to package directions. Chop bacon into bite sized pieces. Line up your food storage containers and lay a bed of romaine at the bottom of each. Divide bacon, tomatoes, eggs, and chicken evenly among containers. Top each salad with 2 tablespoons blue cheese. Measure 2 tablespoons dressing into each sauce container. Cover and refrigerate until ready to eat. Save avocado and slice fresh each day.', 'When ready to eat, slice 1/3 of an avocado atop salad and drizzle with dressing. Enjoy!', 'Tags: Bacon, Eggs, Salad']","['Bacon', 'Eggs', 'Salad']"
100294,Lunch,Protein Box,https://www.traderjoes.com/recipes/lunch/protein-box,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/516MainImage.jpg,"Pump up your protein intake by building a simple, pre-prepped snack box, consisting of fresh produce, Cage Free Hard-Cooked Egg, and Peanut Butter with Flax & Chia Seeds. (And though it might not be “dessert” in the strictest sense, the cheese is, undoubtedly, a treat.)",Serves: 5 Prep Time: 10 Minutes,"['5 TJ’s Cage Free Fresh Hard-Cooked Eggs', '1 bag TJ’s Organic Cut & Peeled Carrots, rinsed & dried', '1 bag TJ’s Organic Celery Hearts, rinsed & dried', ""1 block TJ’s English Coastal Cheddar (or 5 TJ's Sharp Cheddar Snack Pack pre-portioned, individually-wrapped pieces of Cheddar)"", '1 jar TJ’s Peanut Butter with Flax & Chia Seeds', ""5 of your favorite TJ's Apples""]","['DIRECTIONS', 'You will need food storage containers for ingredients and daily meal prep, and 5 small sauce containers for peanut butter.', 'Prep components:Trim ends of celery and slice into thirds. Slice cheese into 1-inch cubes. Measure 2 tablespoons peanut butter into each of the small sauce containers. Halve eggs. Refrigerate prepped ingredients in separate food storage containers until needed.', 'Assemble protein box: Each morning, place the following in your box: two egg halves, 6-7 carrots, 5-6 celery sticks, 5-6 cubes of cheese, 2 tablespoons of peanut butter, and one apple.', 'Tags: Protein, Snack']","['Protein', 'Snack']"
100295,Lunch,Carnitas Tacos,https://www.traderjoes.com/recipes/lunch/carnitas-tacos,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/498MainImage.jpg,,Serves: 4 - 6 Prep Time: 5 Minutes Cooking Time: 10 Minutes,"[""1 package TJ's Fully Cooked Carnitas"", ""1 package TJ's Corn Tortillas"", ""1 jar TJ's Salsa Verde"", ""1 bag TJ's Diced Onions"", ""TJ's Organic Sour Cream or 1 batch Cilantro Crema (get the recipe)"", 'Finely chopped Cilantro and Lime slices, for garnish']","['DIRECTIONS', 'Microwave carnitas according to package directions. When warm, shred meat with forks. Cover and set aside.', 'To prepare tortillas, heat a griddle or grill pan to medium-high heat. Fill a shallow bowl or plate with water. Dip each side of tortilla in water and immediately place on grill pan. Warm tortilla 1 minute each side, then place in foil to keep warm. Repeat for each tortilla.', 'To assemble tacos, layer tortilla with carnitas, salsa, diced onions and a drizzle of crema. Garnish with chopped cilantro and lime wedges, and serve.', 'Tags: Cilantro, Pork, Tacos']","['Cilantro', 'Pork', 'Tacos']"
100296,Lunch,Soy Chorizo & Grilled Avocado Tacos,https://www.traderjoes.com/recipes/lunch/soy-chorizo-grilled-avocado-tacos,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/497MainImage.jpg,,Serves: 6 Cooking Time: 15 Minutes,"[""1 package TJ's Corn Tortillas"", ""1 package TJ's Soy Chorizo"", ""4 TJ's Avocados, sliced"", '1 container Homestyle Especial Salsa - medium', ""TJ's Organic Sour Cream or 1 batch Cilantro Crema (get the recipe)"", ""TJ's Limes, sliced, for garnish""]","['DIRECTIONS', 'Remove soy chorizo from casing. In a large skillet over medium heat, add soy chorizo, breaking it up into pieces as it cooks, about 8-10 minutes. When soy chorizo reaches 165°F, remove from heat.', 'To prepare tortillas, heat a griddle or grill pan to medium-high heat. Fill a shallow bowl or plate with water. Dip each side of tortilla in water and immediately place on grill pan. Warm tortilla 1 minute each side, then place in foil to keep warm. Repeat for each tortilla.', 'Slice avocados into half-inch thick pieces. Cook on grill pan for about a minute on each side and remove from heat. When cool enough to handle, gently slice peels away from grilled avocado pieces.', 'To assemble tacos, layer tortillas with soy chorizo, grilled avocado, salsa, and a drizzle of crema. Serve with lime wedges, if desired.', 'Tags: Grilling, Meatless, Tacos']","['Grilling', 'Meatless', 'Tacos']"
100297,Lunch,Channa Masala Pasties,https://www.traderjoes.com/recipes/lunch/channa-masala-pasties,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/489MainImage.jpg,"The national dish of Cornwall, England, the pasty (PASS-tee) is a hand-held, sturdy pastry crust wrapped around a hearty filling. It’s portable, edible packaging and the fact that utensils weren’t required to enjoy it made it the meal of choice for Cornish tin miners.",Serves: 8 Prep Time: 15 Minutes Cooking Time: 30 Minutes,"[""1 package TJ's Pie Crusts, thawed according to package directions"", '2 trays TJs Channa Masala, microwaved according to package directions', ""1 TJ's Large Egg""]","['DIRECTIONS', 'Preheat oven to 375°F. Line a large baking sheet with parchment paper; set aside.', ""Working in two batches, unroll softened dough and smooth together any cracks with your hands. Remove top layer of plastic film and cut dough into quarters. Place a piece of dough on lined baking sheet and top with 1/4 cup channa masala. Starting at one corner and working around the edge of the dough, gently pull dough up toward center, pinching and folding edges to create a dumpling. Repeat with remaining dough and filling (you'll end up with 8 pasties on the baking sheet)."", 'In a small bowl, thoroughly whisk the egg. Using a pastry brush, evenly brush the tops of the pasties with whisked egg. Place baking sheet on center rack of oven and bake for 30 minutes, until crust is golden. Allow to cool 5 minutes. Enjoy on the go, or at the table with mixed greens and Cumin-y Riced Cauliflower on the side.', 'Freezing/Reheating Instructions: Wrap leftover pasties in cling wrap and toss in the freezer. To reheat, remove cling wrap and place pasty on a microwave safe dish. Heat at 50% power for 1 minute, then at full power for 1 minute. Allow to cool slightly before serving.', 'Tags: Indian, Meatless']","['Indian', 'Meatless']"
100298,Lunch,Palak Paneer Pasties,https://www.traderjoes.com/recipes/lunch/palak-paneer-pasties,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/488MainImage.jpg,This take on the pasty,Serves: 8 Prep Time: 15 Minutes Cooking Time: 30 Minutes,"[""1 package TJ's Pie Crusts, thawed according to package directions"", ""2 trays TJ's Palak Paneer, microwaved according to package directions"", ""1 TJ's Large Egg""]","['DIRECTIONS', 'Preheat oven to 375°F. Line a large baking sheet with parchment paper; set aside.', ""Working in two batches, unroll softened dough and smooth together any cracks with your hands. Remove top layer of plastic film and cut dough into quarters. Place a piece of dough on lined baking sheet and top with 1/4 cup palak paneer. Starting at one corner and working around the edge of the dough, gently pull dough up toward center, pinching and folding edges to create a dumpling. Repeat with remaining dough and filling (you'll end up with 8 pasties)."", 'In a small bowl, thoroughly whisk the egg. Using a pastry brush, evenly brush the tops of the pasties with whisked egg. Place baking sheet on center rack of oven and bake for 30 minutes, until crust is golden. Allow to cool 5 minutes. Enjoy on the go, or at the table with mixed greens and Cumin-y Riced Cauliflower on the side.', 'Freezing/Reheating Instructions: Wrap leftover pasties in cling wrap and toss in the freezer. To reheat, remove cling wrap and place pasty on a microwave safe dish. Heat at 50% power for 1 minute, then at full power for 1 minute. Allow to cool slightly before serving.', 'Tags: Indian, Meatless']","['Indian', 'Meatless']"
100299,Lunch,Joe's Diner Macaroni Bolognese,https://www.traderjoes.com/recipes/lunch/joes-diner-macaroni-bolognese,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/483MainImage.jpg,Oh-so-creamy Mac & Cheese + savory Turkey Bolognese=instant Italian-inspired feast.,Serves: 2 - 3 Cooking Time: 8 - 10 Minutes,"[""1 package Joe's Diner Macaroni & Cheese"", ""1 package Trader Joe's Turkey Bolognese"", 'Fresh Basil, for garnish (optional)']","['DIRECTIONS', 'Microwave Bolognese according to package directions; set aside. Microwave macaroni & cheese according to package directions. While macaroni is heating, pour Bolognese into a fine mesh strainer over the sink to drain liquid. In a medium sized bowl, gently fold together Bolognese and macaroni. Garnish with fresh basil, if desired, and serve.', 'Tags: Cheese, Quick Meal, Turkey']","['Cheese', 'Quick Meal', 'Turkey']"
100300,Lunch,Irish Tacos,https://www.traderjoes.com/recipes/lunch/irish-tacos,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/475MainImage.jpg,boxty,Serves: 4 Prep Time: 5 Minutes Cooking Time: 10 Minutes,"['For Boxty Shells', '2 TJ’s Eggs', '½ cup TJ’s Heavy Cream', '½ cup TJ’s All-Purpose Flour', '3 cups TJ’s Frozen Hash Browns, thawed', '3 tablespoons TJ’s Chives, chopped', ""½ teaspoon TJ's Sea Salt"", ""1 tablespoons TJ's Unsalted Butter"", 'For Taco Filling', '4 Irish Bangers & Gravy', 'TJ’s Fire Roasted Red Peppers, thinly sliced, for garnish', 'TJ’s Cruciferous Crunch, for garnish']","['DIRECTIONS', 'Prepare Boxty Pancakes: Mix hash browns, flour, eggs, heavy cream, chives, and salt in a bowl. Heat butter in nonstick pan on medium high heat until melted. Use ¼ cup measurer to spoon batter into pan. Flip when browned on one side (about 2 minutes), and remove when browned on second side.', 'Assemble Tacos: Place a banger atop each pancake and garnish with sliced peppers and Cruciferous Crunch. Drizzle tacos with gravy and serve immediately.', ""Tags: Irish, St Patrick's Day, Tacos""]","['Irish', ""St Patrick's Day"", 'Tacos']"
100301,Lunch,Antipasti Bowl,https://www.traderjoes.com/recipes/lunch/antipasti-bowl,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/468MainImage.jpg,"These hearty bowls are a cinch to assemble and scale up for a large group. You can lay the ingredients out for guests so they can build bowls to their liking, while you relax and enjoy the party.",Serves: 4 - 6 Prep Time: 5 Minutes Cooking Time: 10 Minutes,"[""1 bag TJ's Quick Cook Farro"", ""1 bag TJ's Butter Lettuce"", ""1/3 cup TJ's Balsamic Vinaigrette, plus more for serving"", ""1 jar TJ's Fire Roasted Red Peppers, sliced"", ""1 jar TJ's Grilled Artichoke Halves"", ""1/2 jar TJ's Pitted Greek Kalamata Olives"", ""1/2 can TJ's Pitted Green Olives"", ""1 container TJ's Ciliegene Whole Milk Fresh Mozzarella"", '1 package Columbus Reduced Sodium Italian Dry Salame']","['DIRECTIONS', 'Add farro and 3 cups water to a saucepan and bring to a boil. Reduce heat, cover pan and simmer 10 minutes. Drain farro into a colander and rinse under cold water for 1 minute. Add farro and vinaigrette to a medium bowl and stir to combine. Set aside.', 'Divide butter lettuce among serving bowls and top each with a scoop of farro. Top each bowl with peppers, artichoke halves, olives, mozzarella and salame and serve immediately.', 'Tags: Quick Meal']",['Quick Meal']
100302,Lunch,Sam’s Sweet Potato Soup,https://www.traderjoes.com/recipes/lunch/sams-sweet-potato-soup,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/455FeatureImage.jpg,"First things first: who the heck is Sam? Why, a Trader Joe’s Crew Member, of course! A Trader Joe’s Crew Member who just so happens to have a boiling passion for vegetarian soups. Sam savors and slurps soups of all sorts, but she’s especially a sucker for soups with sweet potatoes—and her signature Sweet Potato Soup will sweep you off your feet and send you searching for your slippers.",Serves: 4 Prep Time: 10 Minutes Cooking Time: 45 Minutes,"['2 tablespoons Avocado Oil', '½ Jumbo Yellow Onion, diced', '2 medium Sweet Potatoes, peeled and cubed', ""½ cup TJ's Israeli Couscous"", ""½ bag TJ's Organic Tuscan Kale"", ""6 cups TJ's Low Sodium Vegetable Broth"", ""2-3 teaspoons TJ's Taco Seasoning"", ""TJ's Salt & Pepper, to taste""]","['DIRECTIONS', 'In a large pot, heat oil over medium heat. Add onion and sweet potato and sauté 5 minutes. Add couscous and sauté 5 minutes to toast. Add 2 tablespoons water to pot, cover and cook 3 minutes.', 'Remove lid and add vegetable broth and taco seasoning. Reduce heat and simmer until sweet potatoes are fork-tender, 25-30 minutes. Add kale and simmer 5 minutes more until wilted. Season to taste with salt and pepper. Ladle soup into large bowls and serve with crusty bread for dipping.', '  Tags: Meatless, Soup, Sweet Potato, Vegan, Winter']","['Meatless', 'Soup', 'Sweet Potato', 'Vegan', 'Winter']"
100303,Lunch,"Grilled Sharp Cheddar, Applewood Bacon, & Shaved Sprouts",https://www.traderjoes.com/recipes/lunch/grilled-sharp-cheddar-applewood-bacon-shaved-sprouts,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/417MainImage.jpg,"Grindy! This delicious beast marries applewood smoked bacon, sautéed sprouts and flowing sharp Cheddar on a crispy multigrain crust.",Serves: 1 - 2 Prep Time: 15 Minutes Cooking Time: 8 - 10 Minutes,"[""½ cup TJ's Shaved Brussels Sprouts, lightly sautéed"", ""2 slices TJ's Multigrain Sliced Bread or TJ's Sprouted Wheat Sourdough Bread"", ""TJ's Canola Oil Spray"", ""½ cup TJ's Sharp Cheddar, shredded"", ""2 slices TJ's Uncured Applewood Smoked Bacon, cooked""]","['DIRECTIONS', 'Spray one side of each slice of bread with canola oil, and place the slices (sprayed-side down) on a clean working surface.', 'Divide the cheese and pile evenly on each slice of bread. On each slice, place two strips of bacon. On one slice, add the sautéed sprouts. Carefully sandwich the two sides together.', 'Heat a large fry pan or griddle over medium heat until hot. Place the sandwich on the pan and reduce the heat to medium-low. After about a minute, cover the pan with a large lid, and let it cook for about 2-3 minutes more, until the bottom is golden brown. Flip the sandwich and let it cook for 3-4 more minutes (covering again after 1 minute to encourage the melt), until bottom is golden brown and the cheese is melting.', 'Transfer the sandwiches to a cutting board and cut in half. Serve immediately.', 'Tags: Cheese, Grilled, Sandwich']","['Cheese', 'Grilled', 'Sandwich']"
100304,Lunch,Grilled Caprese on Cauliflower Crust,https://www.traderjoes.com/recipes/lunch/grilled-caprese-on-cauliflower-crust,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/416MainImage.jpg,,Serves: 1 - 2 Prep Time: 5 Minutes Cooking Time: 1 Hour,"['Cauliflower Crust (1 flatbread or 4-6 slices)', ""2 bags TJ's Frozen Riced Cauliflower"", '3 Large Eggs', ""½ tsp TJ's Salt, to taste"", ""½ tsp TJ's Pepper, to taste"", ""1 ¼ cup TJ's Lite Shredded Mozzarella"", 'Grilled Caprese', ""TJ's Canola Oil Spray"", ""4 slices TJ's Pre Sliced Mozzarella"", ""½ cup TJ's Fresh Basil Leaves"", ""4 slices TJ's Roma Tomatoes""]","['DIRECTIONS', 'Cauliflower Crust', 'Preheat oven to 425º.', 'Pour cauliflower into a pyrex pie dish; microwave on high for 5 minutes; take out and stir—repeat 3 times (total time in microwave = 20 minutes). Spread the heated cauliflower over a large piece of parchment paper or clean dish towel and let cool completely.', 'Add eggs, salt and pepper to a large mixing bowl and whip. Pour in cauliflower and cheese; mix well.', 'Line a quarter-sized sheet pan (about 9 1/2” x 13” x 1”) with parchment paper and spread the cauliflower mixture evenly across the pan. Place in oven for 25 minutes; remove when the cauliflower is baked to a golden brown on top. Allow to cool completely in the pan.', 'Cut into sandwich slices. Use right away or refrigerate or freeze until ready to use. (Once refrigerated or frozen, place in a 350ºF oven for 6 to 10 minutes to bring to room temperature before serving or using in recipes.)', 'Grilled Caprese', 'Taking two slices of the prepared Cauliflower Crust, spray one side of each slice of crust with canola oil, and place the slices (sprayed-side down) on a clean working surface.', 'On each crust, layer on two slices of mozzarella. On one crust, atop the cheese, layer the tomato, and the basil. Carefully sandwich the crusts.', 'Heat a large fry pan or griddle over medium heat until hot. Place the sandwich on the pan and reduce the heat to medium-low. After about a minute, cover the pan with a large lid, and let it cook for about 2-3 minutes more, until the bottom is golden brown. Flip the sandwich and let it cook for 3-4 more minutes (covering again after 1 minute to encourage the melt), until cheese is melting.', 'Transfer the sandwiches to a cutting board and cut in half. Serve immediately.', 'Tags: Cauliflower, Cheese, Grilled, Sandwich']","['Cauliflower', 'Cheese', 'Grilled', 'Sandwich']"
100305,Lunch,"Grilled Camembert, Apple & Prosciutto",https://www.traderjoes.com/recipes/lunch/grilled-camembert-apple-prosciutto,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/413MainImage.jpg,"There is ham and cheese, and then there is grilled Camembert, Apple, & Prosciutto on Cinnamon Raisin Bread. Prepare to be delighted!",Serves: 1 - 2 Prep Time: 5 Minutes Cooking Time: 10 - 12 Minutes,"[""2 slices TJ's Cinnamon Raisin Bread"", ""TJ's Canola Oil Spray"", ""½ cup TJ's Camembert, rind removed"", ""4 slices (thin) TJ's Apple"", ""2 slices TJ's Prosciutto""]","['DIRECTIONS', 'Spray one side of each slice of bread with canola oil, and place the slices (sprayed-side down) on a clean working surface.', 'Cut the camembert into thin pieces and place (lightly spread) on each slice of bread. On one slice of bread, layer the apple, followed by the Prosciutto, atop the cheese. Carefully sandwich the two sides together.', 'Heat a large fry pan or griddle over medium heat until hot. Place the sandwich on the pan and reduce the heat to medium-low. After about a minute, cover the pan with a large lid, and let it cook for about 2-3 minutes more, until the bottom is golden brown. Flip the sandwich and let it cook for 3-4 more minutes (covering again after 1 minute to encourage the melt), until bottom is golden brown and the cheese is melting-to-oozing over the edges.', 'Transfer the sandwiches to a cutting board and cut in half. Serve immediately.', 'Tags: Cheese, Fall, Grilled, Sandwich']","['Cheese', 'Fall', 'Grilled', 'Sandwich']"
100306,Lunch,Tropical Shrimp Salad,https://www.traderjoes.com/recipes/lunch/tropical-shrimp-salad,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/410MainImage.jpg,,Serves: 2 - 4 Prep Time: 20 Minutes Cooking Time: 5 - 10 Minutes,"['1 pound TJ’s frozen shrimp 70-110 medium peeled', '1 Tbsp fresh lime juice', '1 Tbsp fresh lemon juice', '1 Tbsp Extra Virgin Olive Oil', '½ medium red onion, finely minced', '1 teaspoon 21 Seasoning Salute', '2 Tbsp. fresh cilantro, minced', '1 cup frozen peaches, thawed', '1 medium ripe avocado', '2 medium red bell peppers', 'Salt and pepper to taste']","['DIRECTIONS', 'Defrost shrimp and peaches according to package instructions; under running water or overnight in the refrigerator. Combine the lime juice, lemon juice, olive oil, onion, 21 seasoning salute, and cilantro in a medium bowl. Cut shrimp into ½ inch pieces and add to mixture. Place bowl to the side and allow to marinade.', 'Meanwhile, dice the peaches, avocado, and red bell pepper into ½ inch cubes. Add this to the bowl of cut shrimp and toss.', 'Serve as is, or alongside Frozen Organic Jasmine Rice for a quick and delicious weeknight meal.', 'Tags: Colorful, No Cook, Party, Refreshing, Salad, Tropical']","['Colorful', 'No Cook', 'Party', 'Refreshing', 'Salad', 'Tropical']"
100307,Lunch,Curried Chicken Papaya,https://www.traderjoes.com/recipes/lunch/curried-chicken-papaya,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/396MainImage.jpg,"Creamy and coolly comforting, Trader Joe's Curried White Chicken Deli Salad warms the palate with cumin, coriander, cardamom, and a kick from cayenne and mustard. Serving it in a ripe papaya offers a tropical counterpoint to the warm spices, and a welcome respite from the standard bread bowl. The ten minute, no-cook prep offers a welcome vacation from the stove on a busy weeknight. Take a bite, close your eyes, and you can almost taste the sunshine…",Serves: 4 - 6 Prep Time: 10 Minutes,"[""1 head TJ's Romaine Lettuce"", ""1 ripe TJ's Papaya"", ""1 1/2 (16 oz) cartons TJ's Curried White Chicken Deli Salad""]","['DIRECTIONS', 'Slice off the bottom of the romaine lettuce, then wash and separate the leaves. Place lettuce onto a large serving dish. Peel the papaya, slice in half and then remove seeds with a spoon. Place papaya halves on top of lettuce, fill each papaya with half of the curried chicken salad. Serve!', 'Tags: Chicken, Fruit, Salad, Tropical']","['Chicken', 'Fruit', 'Salad', 'Tropical']"
100308,Lunch,Layered Salmon Quiche,https://www.traderjoes.com/recipes/lunch/layered-salmon-quiche,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/393MainImage.jpg,,Serves: 6 - 8 Prep Time: 25 Minutes,"['TJ’s Canola Oil Spray', '1 (6 oz) can TJ’s Wild Alaskan Pink Salmon', '2 Tablespoons TJ’s Unbleached All Purpose Flour', '3/4 cup shredded TJ’s Baby Swiss Cheese, divided', 'TJ’s Sea Salt Crystals', 'TJ’s Black Peppercorns', 'TJ’s Everyday Seasoning', '1/2 cup diced TJ’s Shallots', '1 tablespoon TJ’s Unsalted Butter', '5 TJ’s Large Brown Eggs', '1/2 cup TJ’s Heavy Cream', '1/2 cup TJ’s Frozen Chopped Spinach, defrosted and water squeezed out']","['DIRECTIONS', 'Preheat oven to 425°F. Grease a 9-inch broiler-safe pie dish with canola oil spray, set aside.', 'In a medium bowl, mix salmon, flour, ½ cup cheese and 5 grinds each of salt, pepper and everyday seasoning. Place salmon mixture in an even layer on the bottom of the prepared pie dish, set aside.', 'In a medium pan over medium heat, sauté shallots in butter until caramelized, about 5 minutes. Remove from heat and allow to cool.', 'In a separate bowl, beat eggs, then stir in heavy cream, spinach and caramelized shallots. Pour egg mixture over the top of the salmon mixture in the pie dish.', 'Place dish on center rack of oven and bake 20 minutes. Remove dish from oven, add reserved ¼ cup of cheese and broil until cheese begins to brown, about 2-3 minutes. Remove from oven and allow to cool for 5 minutes, slice, and enjoy.', 'Tags: Brunch, Eggs, Savory, Seafood']","['Brunch', 'Eggs', 'Savory', 'Seafood']"
100309,Lunch,Tortellini Salad,https://www.traderjoes.com/recipes/lunch/tortellini-salad,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/366MainImage.jpg,,Serves: 4 - 6 Prep Time: 15 Minutes Cooking Time: 10 Minutes,"['Salad', '2 (10 oz) packages TJ’s Cheese Tortellini, cooked & drained', '1/2 cup diced TJ’s Red Onions', '2 TJ’s Bell Peppers, cored and diced', '2-3 TJ’s Persian Cucumbers, diced', '1 (5 oz) package Columbus Calabrese Salame, diced', '21 Seasoning Salute Vinaigrette', '2 tablespoons grated TJ’s Pecorino, Romano and Parmesan Cheese Blend', '3 tablespoons TJ’s Red Wine Vinegar', '1 teaspoon TJ’s Honey', '6-8 shakes TJ’s 21 Seasoning Salute', '1/4 teaspoon TJ’s Sea Salt, or to taste', '1/4 teaspoon TJ’s Ground Black Pepper, or to taste', '1/3 cup TJ’s Extra Virgin Olive Oil']","['DIRECTIONS', 'To make the vinaigrette: In a small bowl, whisk together cheese, vinegar, honey, 21 seasoning salute, salt, and pepper. Slowly whisk in oil until emulsified. Taste and adjust seasoning as desired. Makes about 1 cup of vinaigrette. Set aside.', 'To prepare salad: In a large, bowl combine cooked tortellini, diced onions, bell peppers, cucumbers and salame. Fold in 1/4 to 1/2 cup of prepared dressing. Taste and add additional salt and pepper as desired. Enjoy!', 'Tags: Italian, Pasta, Salad, Spring, Summer']","['Italian', 'Pasta', 'Salad', 'Spring', 'Summer']"
100310,Lunch,BLT Salad & Croutons,https://www.traderjoes.com/recipes/lunch/blt-salad--croutons,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/346MainImage.jpg,,Serves: 4 Prep Time: 5 Minutes Cooking Time: 10 - 15 Minutes,"[""1/2 loaf (about 12 ounces) Trader Joe's Sliced Sourdough Bread"", ""2 Tablespoons Trader Joe's Extra Virgin Olive Oil"", ""1 package (12 oz) Trader Joe's Uncured Apple Smoked Bacon"", ""2 cups Trader Joe's Mini Pearl Grape Tomatoes, halved"", ""1 bag Trader Joe's Baby Spring Mix"", ""2-4 Tablespoons Trader Joe's Blue Cheese Dressing and Dip""]","['DIRECTIONS', 'Preheat oven to 400 degrees. Slice bread into 1-inch cubes and toss with 2 tablespoons of olive oil. Place bread cubes on a rimmed baking sheet and bake until lightly toasted, about 10 minutes.', 'Meanwhile, fry bacon over medium heat for 10-15 minutes, turning frequently until cooked through. Place cooked bacon on a paper towel lined plate to drain. Once cool, chop or crumble bacon into bite-sized pieces.', 'In a large bowl, combine spring salad mix, bacon pieces, grape tomatoes and sourdough croutons. Toss with desired amount of Blue Cheese Dressing. Enjoy!', 'Tags: Pork, Salad']","['Pork', 'Salad']"
100311,Lunch,Stuffed Avocado,https://www.traderjoes.com/recipes/lunch/stuffed-avocado,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/335MainImage.jpg,,Serves: 2 Prep Time: 10 Minutes,"[""1 can TJ's Yellowfin Tuna in Olive Oil, drained"", ""2 tsp TJ's Mayo"", ""1 Tbsp diced TJ's Red Onion"", ""1 Tbsp diced TJ's Celery"", ""1 Tbsp diced TJ's Red Bell Pepper"", ""1 tsp minced TJ's Parsley"", ""1/4 teaspoon TJ's Sea Salt, or to taste"", ""1/4 teaspoon TJ's Ground Black Pepper, or to taste"", ""1 TJ's Avocado, sliced in half and pit removed""]","['DIRECTIONS', 'In a medium bowl, combine tuna, mayo, onion, celery, bell pepper, parsley, salt and pepper. For a creamier texture, scrape a spoonful of avocado from each side and add to the bowl. Mash the tuna salad with a fork until well incorporated. Spoon the tuna salad back into each avocado half. Serve and enjoy!', 'Tags: Easter, Fish, No Cook, Protein, Salad, Salty']","['Easter', 'Fish', 'No Cook', 'Protein', 'Salad', 'Salty']"
100312,Lunch,Greek Green Salad,https://www.traderjoes.com/recipes/lunch/greek-green-salad,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/306MainImage.jpg,,Serves: 4 Prep Time: 10 Minutes,"['1 bag TJ’s Organic Power To The Greens', '2 TJ’s Persian Cucumbers, sliced thin', '4 TJ’s Mini Heirloom Tomatoes On The Vine, cut into quarters', '1/4 TJ’s Red Onion, sliced thin', '1/4 cup TJ’s Jarred & Pitted Kalamata Olives, sliced in half', '1/3 cup TJ’s Crumbled Feta', '4 Tbsp TJ’s Greek Style Feta Dressing']","['DIRECTIONS', 'In a large salad bowl, toss greens with dressing until the greens are evenly coated. Place greens on individual plates and top with cucumbers, tomatoes, onions, and olives. Sprinkle a small handful of crumbled feta in the center of the salad. Enjoy!', 'Tags: Meatless, Mediterranean, No Cook, Salad']","['Meatless', 'Mediterranean', 'No Cook', 'Salad']"
